customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,total_claim_amount
2221,60919,62,25,30,1,699
3590,82918,89,28,50,1,29
4927,39990,67,29,40,9,132
10529,12688,140,5,96,3,672
5616,48602,70,30,46,5,487
3688,52483,63,16,54,7,669
8697,29540,73,3,23,2,350
7409,61160,96,2,71,3,354
6529,44379,83,10,12,8,398
2886,10312,78,10,63,1,486
5601,42360,71,29,62,8,99
15228,95140,126,6,52,2,45
4756,48938,121,23,20,1,580
5033,68331,63,23,38,3,302
32269,41520,90,18,70,2,289
12298,17101,113,1,88,2,542
38887,44299,107,0,73,2,180
46302,36092,151,33,94,2,1087
4298,31414,116,0,68,1,556
6237,55303,90,2,46,3,432
5708,70279,71,17,25,7,331
6673,85019,167,26,92,1,801
32227,45331,100,0,8,2,572
33279,59130,117,21,7,2,436
2686,26713,71,22,69,1,142
2871,23803,72,11,90,1,410
2695,28433,73,23,59,1,780
2592,72421,65,8,23,1,312
13297,50631,112,19,12,2,784
2727,74608,68,11,4,1,407
2820,35855,70,13,51,1,278
2599,45181,65,21,68,1,312
17776,86205,223,8,67,8,1070
10221,51014,134,23,16,4,643
5815,76675,72,5,38,9,141
4758,38875,64,29,36,9,607
2554,57970,72,32,14,1,405
12827,61586,117,25,43,2,842
27443,82320,99,4,2,2,475
7772,58345,98,1,6,6,346
6768,77001,85,4,58,3,408
25093,36007,70,14,85,2,336
8573,46703,108,0,48,6,678
8392,93656,111,6,51,4,617
12036,44428,104,17,61,2,499
4617,16764,61,2,79,7,292
7292,81265,68,20,50,2,415
16236,68955,74,24,54,2,680
3352,95438,83,25,76,1,99
4448,54116,70,27,24,3,432
46611,22022,136,35,1,2,979
4652,35659,63,34,23,7,151
5431,58161,68,6,19,5,140
7145,92681,91,8,23,8,436
2631,16976,69,23,54,1,238
5255,44536,137,12,22,1,46
6165,60884,77,10,56,4,491
6938,53133,91,11,6,9,652
2695,68854,76,33,84,1,547
4825,51000,63,8,27,9,272
7284,44605,91,26,45,7,436
19088,32775,61,10,73,2,251
5802,31140,78,27,10,8,644
6968,49938,69,33,61,2,496
2557,72202,63,12,13,1,453
2593,24016,69,29,35,1,331
8819,99845,110,23,25,8,528
8714,51788,118,14,64,4,566
13009,57591,66,5,74,2,316
3265,25820,82,10,69,1,393
15814,38845,146,7,50,2,1055
3363,80138,83,3,33,1,209
7494,97307,68,6,25,2,326
7517,46192,102,19,13,3,1178
3569,22770,101,12,38,1,1201
12948,30763,111,28,19,2,1072
16705,74900,208,31,63,6,998
5720,32224,72,27,21,3,19
10103,72334,129,26,66,6,412
9915,30604,131,35,76,3,984
2885,62579,72,33,53,1,326
2751,86788,70,12,68,1,336
10221,86640,134,19,16,4,643
8110,36554,70,6,62,2,433
5064,78735,63,32,53,6,225
2414,18035,67,3,54,1,482
6366,44368,80,5,72,3,384
3130,42056,78,21,2,1,221
26223,55821,115,8,15,2,828
2483,75615,65,16,39,1,156
22658,23665,67,19,50,2,404
5421,85447,71,23,2,3,509
6803,43758,171,16,29,1,1129
5004,86834,64,2,93,8,0
5414,79208,74,17,51,4,78
5708,70279,71,17,25,7,331
4574,99316,114,26,53,1,754
50568,82081,249,1,62,2,753
18635,11656,70,19,8,2,336
2912,65436,73,14,55,1,40
4822,73769,61,24,84,6,121
4250,61416,61,25,1,7,292
8569,21341,117,13,11,8,957
2242,12131,64,32,60,1,251
10004,60843,89,24,55,2,640
7130,12062,63,3,42,2,302
2480,50516,62,34,95,1,179
20090,77899,66,16,19,2,252
6361,86519,87,17,33,3,417
2503,53338,63,6,35,1,35
2585,54052,73,14,36,1,350
7153,59522,89,0,8,3,427
11447,27362,144,23,28,8,422
2784,20814,72,16,57,1,288
5625,81247,85,34,31,3,872
4520,29319,61,7,1,4,304
26180,68189,82,4,17,2,343
3155,58213,79,22,50,1,39
26338,60970,110,20,10,2,94
8478,61340,77,25,48,2,12
9148,68236,114,2,75,6,20
10014,54467,98,19,17,2,705
4236,59038,105,0,31,1,588
5666,48156,143,9,20,1,686
5416,53249,67,32,10,3,343
2159,23342,61,9,39,1,292
7855,37229,67,9,36,2,321
11718,73903,73,30,39,2,439
5580,57883,69,4,0,9,431
4916,35882,65,21,61,7,312
5480,46946,70,10,37,9,336
9215,71888,115,14,33,4,552
19357,25561,163,3,25,2,983
5564,49833,69,5,74,7,331
8009,20961,67,20,33,2,321
5146,22594,67,22,41,3,321
4422,26735,62,10,97,3,722
6802,47451,87,0,31,6,417
5380,55350,67,0,13,9,321
5791,33799,74,8,47,3,355
5107,70174,64,18,80,7,128
10760,74835,133,14,89,7,107
5482,79325,68,4,31,4,251
2652,55483,73,2,35,1,490
7807,52162,99,1,63,4,251
3635,35056,96,12,52,1,460
7751,67787,194,9,73,1,469
3614,14980,103,35,76,1,741
10515,21499,135,34,28,3,648
4904,12902,139,3,51,1,667
2659,81296,87,4,4,1,420
5647,54834,72,23,13,8,186
7850,67186,66,22,20,2,184
4974,75644,65,5,68,9,467
9426,38910,78,3,78,2,20
5595,74454,71,25,29,3,340
7522,55916,63,23,41,2,302
7477,48552,94,5,54,9,262
7805,21073,106,25,54,3,508
22207,40450,287,8,20,7,1377
3124,81285,81,18,2,1,441
5592,62229,70,13,26,5,336
2858,81893,73,20,70,1,151
6057,27681,83,13,62,9,398
3106,22076,85,30,53,1,422
5372,50405,70,6,21,9,7
3090,23970,77,13,19,1,43
3551,11607,96,19,38,1,313
14166,67588,118,0,58,2,566
3145,52082,79,2,47,1,379
9799,22166,126,2,22,6,604
5380,55350,67,0,13,9,321
4860,39429,62,7,6,9,102
4374,34516,113,12,70,1,42
8382,19683,117,17,41,9,561
5801,59745,83,17,28,4,597
3963,38096,99,12,28,1,475
5170,51860,71,5,20,5,859
3450,68082,88,24,53,1,39
4949,91130,69,27,56,7,331
12234,19847,117,15,68,2,930
6860,78225,109,5,20,7,605
13009,47269,61,2,81,2,380
3256,65444,89,2,56,1,491
10932,72462,68,8,70,2,272
7540,67018,94,11,17,4,104
2606,27800,67,9,78,1,321
7251,18665,66,9,13,2,583
4983,68723,133,9,85,1,957
20067,85165,101,8,81,2,384
4889,42536,63,22,57,6,375
5601,11920,74,20,27,7,355
10426,52342,66,28,28,2,316
2647,37876,69,13,15,1,300
2635,77350,66,11,4,1,316
2975,36548,76,10,95,1,547
5112,56587,65,4,88,6,312
5193,24948,65,3,51,4,280
35537,17407,113,15,6,2,799
4921,43640,64,10,99,3,1
7319,57777,61,21,11,2,273
8026,81872,74,15,91,2,532
2482,66990,68,21,73,1,87
4603,66161,118,19,86,1,457
18399,71897,73,33,8,2,525
6439,61118,93,7,85,4,669
7143,59789,90,9,81,3,527
5227,11896,69,29,57,5,476
5395,72859,74,13,30,4,355
5121,60304,72,2,22,5,518
4792,20181,66,8,66,3,316
8255,94469,134,24,86,5,643
10954,89892,135,9,6,9,526
7080,28139,97,31,65,3,465
8166,16830,111,2,29,3,799
3605,13199,93,23,22,1,582
12947,15083,115,25,14,2,552
7482,25666,63,7,30,2,270
4407,66152,111,34,18,1,532
3530,57608,108,26,55,1,777
15839,44930,132,19,42,2,111
41075,21988,209,12,62,2,1003
6745,53058,91,16,44,3,209
6279,50562,79,19,34,9,545
8274,69011,70,3,52,2,336
5279,22280,68,10,48,3,169
2839,53444,72,10,67,1,315
5352,97742,132,6,52,1,199
2522,92665,69,18,64,1,470
5935,63833,73,17,69,3,199
5160,87050,129,1,75,1,619
3580,75333,90,9,44,1,289
4377,36660,64,25,25,8,460
4704,71626,68,10,48,3,326
8126,14616,107,22,73,3,513
5574,54684,71,28,49,3,487
6158,45064,89,13,45,5,342
17476,45106,73,22,21,2,350
24672,91494,76,8,77,2,364
3852,27111,111,33,76,1,937
5246,28909,66,15,66,8,456
8852,67969,74,11,14,2,197
12741,73054,106,34,36,2,419
5111,76448,63,9,13,3,302
2902,96137,73,17,34,1,67
8547,51179,71,10,25,2,466
2758,44619,68,35,45,1,283
4726,63683,64,15,16,6,307
3543,35695,90,2,7,1,432
2722,58620,68,8,60,1,292
6225,53078,79,29,81,8,200
9594,27443,86,3,1,2,685
6217,51325,86,15,94,9,39
7923,98411,113,20,1,7,1124
8665,41163,108,11,66,3,231
4282,40864,109,16,70,1,166
27287,64657,116,12,76,2,835
3838,76375,96,21,81,1,138
3650,88842,90,32,42,1,350
12624,12439,115,22,78,2,552
2952,52198,74,2,62,1,355
2203,68829,64,8,12,1,757
5049,10180,65,17,99,4,455
2154,32769,65,11,52,1,312
7282,50886,95,25,9,9,620
5678,68671,70,30,49,6,8
6265,57477,84,18,25,4,481
22762,70521,63,13,26,2,302
5097,21665,136,0,25,1,765
16060,58657,87,1,70,2,417
12476,45849,121,7,34,2,871
13024,49337,125,6,61,2,900
3861,93272,95,3,54,1,281
15673,43267,78,8,10,2,453
3436,30817,88,25,43,1,91
10700,75313,89,16,64,2,527
5800,82737,78,32,37,5,374
5522,46971,69,26,21,3,120
7432,82406,71,4,76,2,447
6847,71038,86,28,56,3,205
20018,65900,62,17,41,2,297
14140,58988,118,3,76,2,566
3467,60303,96,2,53,1,799
3427,58840,86,25,44,1,73
12265,35693,103,8,63,2,494
9431,77365,79,4,35,2,2
15032,17150,65,28,19,2,689
8447,93808,114,2,45,7,547
3821,79189,95,20,50,1,50
8620,44988,108,30,57,3,518
3059,65083,77,30,68,1,369
3974,32194,113,1,61,1,542
4648,86859,121,11,10,1,1080
27430,49331,138,3,58,2,386
5143,88929,72,9,84,3,375
14032,67095,191,14,94,8,916
12390,14382,66,8,48,2,316
17085,20053,62,2,24,2,9
7754,73209,117,2,36,3,918
3444,94637,91,28,59,1,596
2513,50450,63,24,80,1,302
5733,79955,71,10,5,6,142
12269,60774,154,13,7,5,739
5339,67796,69,7,24,8,331
5143,58443,65,24,71,6,312
22620,49564,193,13,82,2,286
6980,75947,67,20,14,2,321
2734,34865,69,15,16,1,255
2953,63343,87,25,6,1,414
9320,40269,81,0,71,2,329
26864,81713,74,0,41,2,332
16388,78149,68,5,4,2,483
2348,84108,63,21,61,1,453
4905,88043,61,2,43,3,188
5334,74606,68,2,34,5,109
5738,88055,71,11,37,6,337
3847,23459,96,0,19,1,185
7562,44885,73,23,91,2,350
9090,45310,229,28,70,1,1550
30141,46672,103,22,72,2,1060
4540,36223,61,14,4,3,486
4681,14606,72,2,94,4,439
2538,18608,71,1,24,1,340
33473,33190,106,18,95,2,508
3398,39926,92,7,75,1,611
4595,76357,117,18,96,1,4
7334,83926,181,31,88,1,124
5377,35637,68,13,11,9,326
2635,93884,65,7,10,1,312
11373,87810,94,15,26,2,225
44856,61675,123,35,54,2,482
14203,90456,71,26,40,2,165
7412,83065,112,32,74,5,806
33873,59744,105,1,79,2,476
9087,75679,80,7,77,2,384
2690,87313,67,4,5,1,321
5979,57693,76,16,56,3,547
5006,90319,71,16,4,5,358
2796,54655,70,34,9,1,186
2659,98714,87,4,4,1,420
21766,30661,290,11,18,5,1550
6409,85535,99,14,48,9,712
4605,22571,63,29,51,9,302
7637,19980,71,1,29,2,340
5445,21006,139,14,9,1,667
5015,73809,125,5,57,1,537
5639,73168,70,21,50,3,425
8861,58480,113,6,35,5,542
10745,39135,91,8,56,2,436
4880,52819,124,16,89,1,282
2912,49091,88,29,81,1,633
2795,40516,70,21,31,1,137
2369,56010,68,35,35,1,487
3061,88362,78,9,63,1,452
7694,32303,65,13,34,2,45
7942,41832,66,19,15,2,402
6521,72608,82,26,19,8,393
4970,49714,63,29,64,4,266
5107,35625,65,10,56,3,288
8653,69704,72,25,92,2,89
29328,32006,94,9,7,2,56
8161,73466,102,2,71,6,204
19160,22705,239,19,59,7,1294
5744,68987,71,11,40,6,204
2435,40921,62,0,50,1,10
3226,91774,81,4,21,1,285
3548,72020,103,17,18,1,741
5096,22886,65,9,81,3,312
2004,42306,66,16,35,1,316
3059,87422,88,26,73,1,633
13466,11432,119,11,9,2,571
3095,33415,78,15,44,1,374
7511,17282,70,9,96,2,340
13452,32356,117,11,35,2,428
2548,43731,64,35,12,1,162
2722,17576,71,29,70,1,398
8022,53231,101,23,26,3,484
2592,57563,66,7,61,1,316
4929,25632,63,27,52,7,351
3527,26156,96,27,50,1,460
5234,66957,131,31,4,1,628
2114,88830,72,30,69,1,518
2628,60078,89,12,73,1,640
4766,29177,64,5,20,5,307
24337,40496,85,5,15,2,612
3193,93405,79,0,78,1,202
8427,46503,215,4,21,1,1032
15284,48885,190,31,90,9,1090
7901,76102,113,35,83,5,1258
7013,92107,88,7,38,5,16
4965,24576,73,4,71,8,525
3041,13789,79,8,49,1,379
5445,21006,139,14,9,1,667
2722,20867,71,0,79,1,340
9113,76700,112,13,60,5,322
20461,87502,102,20,28,2,421
6503,22081,84,34,9,6,451
10169,51197,135,32,61,8,648
3544,40658,90,25,20,1,502
6680,24432,87,19,44,6,71
2878,79189,71,11,79,1,56
4830,32748,72,3,64,3,345
23875,71009,108,8,55,2,612
10357,52735,65,21,19,2,123
5171,14116,69,13,90,3,344
8722,25680,73,10,93,2,332
12176,73577,117,5,3,2,1373
17526,52228,220,29,72,8,1056
2150,69586,61,28,31,1,292
2638,79699,65,24,12,1,348
4755,21926,63,13,0,7,302
8257,23815,73,4,47,2,424
2449,20567,72,24,76,1,345
14727,97785,73,35,36,2,236
2373,94707,65,32,88,1,312
4522,88901,61,8,78,9,292
2987,50595,83,14,22,1,708
8750,25806,110,20,43,5,528
7540,61726,96,33,30,4,689
4254,11904,61,34,11,3,292
10016,62900,62,3,12,2,83
12564,12530,68,15,52,2,326
5963,87020,74,6,84,8,331
3560,76769,88,18,91,1,170
4187,52471,103,35,57,1,163
9414,15741,132,14,4,4,633
4468,75234,65,16,61,9,468
17822,42696,228,17,50,9,1273
8086,70811,100,14,8,7,141
4272,74691,114,0,75,1,1343
2499,28082,64,9,63,1,578
10970,38873,92,6,33,2,599
5226,76646,65,3,30,9,263
2728,44025,69,0,75,1,331
3209,78494,79,6,40,1,122
5437,28343,69,19,88,8,331
5179,35143,65,5,37,9,171
2538,18608,71,13,24,1,340
3834,41341,99,4,64,1,240
4533,91967,113,4,74,1,156
4904,12902,139,3,51,1,667
7411,24827,73,6,19,2,525
3413,18168,87,25,50,1,417
7600,60401,70,3,94,2,504
6650,70826,99,16,65,3,712
2174,16997,65,35,62,1,468
2526,33485,63,6,41,1,343
10937,21450,138,15,35,4,938
4282,40864,109,16,70,1,166
4930,70412,61,27,12,3,136
12913,62448,107,0,11,2,513
5460,31530,69,24,47,3,331
14382,52174,121,22,25,2,403
15519,23402,82,3,28,2,393
12168,14973,115,2,75,2,828
14970,85297,93,7,91,2,620
4386,10621,67,28,22,5,321
2378,27690,70,35,74,1,734
5348,31572,70,14,95,3,292
2701,76310,67,1,33,1,321
8324,11933,121,11,92,5,871
8207,35349,102,7,2,4,489
2215,28560,66,31,14,1,389
4627,29124,129,15,41,1,619
19088,32775,61,10,73,2,251
8692,97768,72,2,14,2,151
2574,34990,65,23,73,1,42
7685,72212,111,22,95,3,799
2302,51816,63,13,48,1,732
6412,58776,83,20,50,4,478
9414,15741,132,14,4,4,633
16138,79041,199,14,48,3,419
8204,18816,73,9,14,2,350
5103,74948,64,23,43,8,216
16473,22828,106,11,54,2,508
4408,80640,111,2,84,1,313
23207,89918,115,28,42,2,423
5257,56154,67,14,26,4,386
4896,31696,71,9,6,3,421
7984,74521,72,1,77,2,866
8150,57992,114,11,20,3,1310
2420,31710,62,5,29,1,199
2725,45025,69,35,85,1,452
15014,32961,190,6,53,3,912
5704,37675,71,25,80,3,380
4773,27725,63,1,93,4,302
6672,50537,165,10,35,1,60
4462,51988,73,35,52,5,350
17526,52228,220,29,72,8,1056
2620,39278,66,29,45,1,65
8509,26057,74,16,63,2,523
3242,72330,81,2,50,1,126
11315,11885,101,18,39,2,484
2347,31617,62,17,29,1,244
5412,79334,80,8,44,3,576
26763,84178,74,34,80,2,12
9406,99189,117,27,27,3,75
2596,70427,72,3,65,1,345
5493,44369,68,13,22,8,185
8788,91171,110,3,64,8,771
2612,37073,66,16,35,1,316
4788,44040,67,2,49,3,321
22110,65724,70,13,66,2,14
3731,85007,96,31,34,1,460
4058,66807,117,13,69,1,842
5096,22886,65,9,81,3,312
2548,47346,65,6,35,1,312
2538,99824,63,1,56,1,302
11875,33986,108,23,55,2,518
3336,19447,89,6,6,1,640
9863,99654,121,28,95,3,272
2506,17193,66,4,3,1,316
3286,30706,84,6,34,1,225
2862,74034,72,20,64,1,267
5392,80550,68,16,67,7,265
4582,19065,61,4,29,7,292
10978,92914,136,24,55,8,979
4538,82297,116,5,62,1,0
2415,40903,61,12,5,1,409
11628,97830,96,3,61,2,298
18611,49673,232,27,57,7,1021
11255,88858,93,2,60,2,310
4974,75644,65,5,68,9,467
6992,94652,86,18,88,3,412
3451,21150,104,19,65,1,499
14627,40711,121,12,38,2,580
5168,81182,64,3,45,8,307
8203,38595,74,5,42,2,415
8915,31991,81,15,22,2,548
2813,50397,70,34,77,1,350
11925,28014,104,14,37,2,631
4126,34080,107,11,48,1,220
15417,84376,96,5,54,2,43
15114,28513,100,4,22,2,480
9191,77603,114,10,83,8,547
12200,60282,102,23,87,2,120
4636,26802,66,7,43,5,316
2790,28786,71,30,69,1,345
7126,17483,183,24,63,1,1317
11834,70842,85,12,37,2,612
4983,28726,65,13,88,3,468
2414,79271,62,24,63,1,232
7611,31156,103,33,54,3,741
7868,42427,107,28,14,7,513
14031,91061,116,22,95,2,556
5801,48927,72,1,51,9,139
9408,17040,85,11,27,2,408
8396,39534,115,18,80,3,552
6066,32627,76,11,60,7,380
7897,52644,72,8,54,2,518
11130,42928,93,16,65,2,651
8937,65696,126,16,69,8,604
3903,51833,99,1,18,1,190
8496,44624,71,10,79,2,73
4472,53519,111,7,37,1,520
8231,19966,113,4,70,4,373
2665,81538,66,3,46,1,272
7751,64135,105,14,21,7,756
10196,52758,100,9,75,2,720
2360,37281,65,14,5,1,468
2642,58729,68,2,67,1,94
2378,54753,61,5,99,1,292
3980,98333,99,16,69,1,459
13995,48245,121,16,21,2,580
7268,38179,90,12,91,3,374
6486,87210,81,3,26,9,353
6459,23235,82,24,46,3,483
8193,12780,111,17,53,6,225
2352,26157,64,4,61,1,381
2676,54480,67,19,91,1,321
5142,35666,131,12,76,1,312
4877,20178,69,26,52,6,331
24636,73716,103,2,91,2,162
13158,72845,108,13,28,2,463
5509,34236,70,3,87,8,336
3118,88782,78,6,38,1,357
2195,88776,63,27,47,1,617
4419,87950,112,16,12,1,537
19337,26488,247,21,39,7,1321
56675,77237,283,33,93,2,1358
9774,96018,122,8,60,3,390
6126,61139,76,4,16,4,364
3293,13513,94,3,40,1,676
8434,44216,71,12,36,2,72
12944,32952,191,27,49,3,1375
8420,28617,112,20,57,9,797
7634,55213,106,9,64,3,763
13223,37534,84,2,0,2,403
9080,69853,114,15,42,3,244
4879,67163,61,17,41,5,33
6707,57988,65,1,30,2,360
27069,22955,92,6,23,2,441
3589,79298,90,22,2,1,244
7555,41841,114,16,50,3,820
2891,21979,73,7,86,1,518
5674,56447,62,13,6,2,297
3573,30703,109,25,21,1,523
3358,59367,84,6,48,1,6
3939,60021,99,12,28,1,882
9445,93246,78,31,24,2,41
6862,54780,88,22,72,5,135
5078,35289,65,34,94,3,123
4869,23811,130,20,8,1,624
5243,44851,66,28,51,3,439
2538,18608,71,13,24,1,340
19237,75413,196,31,78,2,2092
9657,38073,131,34,61,9,628
3974,16048,117,9,78,1,561
4139,45281,104,13,84,1,65
6778,79107,96,2,84,9,460
4698,26411,126,25,9,1,604
2703,42781,71,6,46,1,497
8730,43259,73,12,18,2,350
4547,91012,67,26,4,3,321
5479,56005,68,31,30,3,326
2503,47285,63,7,3,1,302
4013,93284,99,7,26,1,475
4112,58588,71,16,90,9,569
10970,38873,92,6,33,2,599
7783,48689,191,15,18,1,985
2725,36650,69,2,70,1,56
5427,27677,72,10,82,3,345
4688,27357,61,19,48,5,292
3517,51814,92,23,89,1,56
8044,71391,67,29,39,2,284
5097,67233,63,10,26,3,246
10861,65727,134,14,15,6,363
5520,94676,69,27,14,3,331
4240,49746,111,4,85,1,589
2499,72021,62,26,13,1,50
7653,57446,64,20,30,2,77
13561,67975,122,9,48,2,585
6104,84822,76,5,13,5,219
9472,53767,86,30,32,2,412
14517,74871,178,0,15,7,854
18634,65807,139,16,33,2,1066
8697,26287,111,6,11,8,279
5528,36088,72,16,31,9,345
12779,21460,184,0,94,9,1394
4762,57135,61,25,47,8,156
8123,73371,78,15,47,2,561
37243,53602,115,15,60,2,295
7725,96748,96,13,68,9,460
7602,67087,105,4,84,5,914
13118,11854,113,19,64,2,807
2612,37073,66,16,35,1,316
5633,65255,72,3,65,3,321
4975,44723,124,26,3,1,341
4803,23634,62,4,25,9,440
5271,32653,67,4,25,9,321
6876,81957,86,23,76,4,433
4434,83220,110,9,42,1,528
6747,26721,65,18,64,2,312
5004,25486,65,15,53,3,72
9688,20009,87,7,86,2,987
4940,15102,71,10,85,3,551
3230,62873,81,0,41,1,207
9942,67890,85,23,57,2,408
8528,91099,107,14,37,3,406
38230,80321,105,25,1,2,166
2396,82878,66,6,71,1,433
4770,76194,119,5,85,1,388
3557,17272,93,30,58,1,446
8717,55251,117,5,89,3,561
7432,43747,102,27,34,5,1037
7381,64311,62,21,79,2,157
2254,11720,65,3,95,1,768
21528,11538,82,35,22,2,393
9202,85563,80,8,71,2,384
9404,51593,80,5,91,2,202
6462,53610,65,17,41,2,312
24096,83496,97,1,40,2,1154
7297,24672,93,9,44,9,669
12731,40870,105,3,56,2,504
5387,97316,67,1,18,7,309
12489,35014,113,4,13,2,542
5872,77156,73,30,39,7,445
8628,69870,117,11,63,5,842
4177,93748,112,4,49,1,537
35984,43054,129,2,69,2,1267
9029,16972,125,17,89,5,600
5718,46133,73,7,78,5,19
7786,83000,97,29,76,6,378
4247,44537,106,13,42,1,441
4191,77048,103,20,41,1,141
4237,29465,118,24,49,1,566
4383,84491,110,0,0,1,156
4932,74809,61,7,35,3,283
2960,92070,74,16,1,1,368
21941,26378,70,22,79,2,147
14816,95423,135,18,56,2,648
7521,88432,104,13,20,3,499
2560,88059,63,15,98,1,144
14226,65726,177,35,90,7,849
2359,19864,63,22,96,1,352
5217,39854,66,6,4,7,261
4525,10269,65,12,5,3,170
2943,60307,81,26,23,1,388
4170,29462,107,28,23,1,513
4726,53690,64,10,16,6,307
13786,66112,61,21,24,2,370
2124,89529,61,17,14,1,60
30850,25503,115,12,59,2,552
5465,54422,68,9,8,5,75
11196,75457,93,0,79,2,151
5454,64753,82,4,77,3,393
4328,72531,109,35,20,1,523
5087,22726,65,25,73,3,312
9123,70737,114,25,12,4,741
8927,29136,118,16,72,9,566
8564,23506,113,0,27,9,813
5514,23218,71,7,10,4,447
8382,19683,117,17,41,9,561
5577,70190,71,20,22,3,15
3821,79189,95,20,50,1,50
3979,50456,116,32,57,1,835
7573,46470,110,6,37,6,1193
2555,49056,72,14,24,1,518
7422,23617,189,0,47,1,907
7060,85412,88,33,92,3,134
2912,93403,73,18,32,1,295
22185,60426,62,0,97,2,133
11318,38923,99,6,83,2,115
38496,48409,124,13,60,2,345
11218,69268,93,31,20,2,19
28824,83629,87,13,3,2,626
7324,69076,105,4,98,6,504
4194,63666,64,0,60,4,759
2574,34990,65,23,73,1,42
12590,62575,106,5,21,2,508
4165,58299,105,24,22,1,504
31934,56516,199,26,46,2,955
7089,28121,90,16,0,4,432
7661,66726,97,3,60,7,335
18542,36355,72,30,48,2,622
2867,23376,78,19,18,1,374
2551,79751,63,15,67,1,392
2577,49467,65,1,96,1,413
8609,79090,107,2,74,3,289
7316,30493,62,15,56,2,108
32467,37675,104,23,18,2,731
5061,59216,64,0,66,7,200
3135,41704,91,12,6,1,707
3595,51966,103,20,43,1,741
2842,43793,71,8,31,1,16
13770,59207,116,23,21,2,556
7535,37496,65,1,36,2,312
18039,45282,63,28,82,2,503
14031,58092,72,7,56,2,202
5652,16171,74,8,36,4,311
9339,69442,118,26,6,3,1265
8521,37910,108,7,9,7,518
15695,97750,65,15,51,2,303
3337,60607,83,2,82,1,379
5598,14174,72,1,62,8,345
11981,21514,62,0,59,2,257
5318,25134,67,3,0,6,321
4548,86370,132,5,88,1,950
2889,72075,73,32,1,1,22
7381,54878,96,11,11,9,204
6106,16654,79,23,31,7,379
5970,64008,85,9,66,5,372
7832,34644,66,7,36,2,316
21147,49721,132,18,49,2,639
7597,49937,64,1,45,2,302
5248,93148,72,0,45,4,216
3479,35033,87,26,53,1,490
10960,29815,95,35,18,2,76
7200,47431,66,16,77,2,316
4690,43367,118,6,20,1,1026
6685,31517,84,33,74,3,604
2576,37574,66,19,14,1,412
2523,46782,70,20,81,1,504
11546,81081,96,32,34,2,206
12252,85416,115,12,17,2,552
2672,52822,67,23,88,1,350
4965,26314,73,4,71,8,525
2396,77612,66,6,71,1,433
19160,22705,239,19,59,7,1294
2486,12697,72,22,55,1,518
8992,78366,129,13,4,7,1059
8311,44843,105,11,34,3,391
35440,74560,110,31,20,2,528
5420,31614,71,26,69,4,234
2227,27972,61,7,38,1,292
4530,34640,117,23,54,1,466
9035,34337,113,20,44,9,542
5728,29730,72,1,76,3,463
2576,24732,67,4,49,1,321
2745,91757,69,29,58,1,331
7799,83275,105,33,7,3,504
4754,30886,61,8,36,6,8
7914,77153,99,3,27,5,355
9103,16724,131,18,41,3,628
18484,36153,117,27,6,2,323
14260,87026,99,2,30,2,204
14206,26056,73,17,73,2,355
3096,21604,79,14,28,1,379
7421,47406,94,2,96,6,287
7792,36776,65,21,21,2,240
5246,28909,66,15,66,8,456
3337,43510,83,8,75,1,238
2676,54480,67,23,91,1,321
2627,31964,67,30,90,1,120
5219,64964,66,9,84,5,286
5275,81850,132,1,75,1,429
6265,99742,84,18,25,4,481
8717,83846,74,22,94,2,355
5570,22679,72,25,32,4,345
6063,20676,79,17,27,7,379
6827,50997,102,5,26,9,956
10620,35601,69,34,15,2,249
8060,23671,69,32,45,2,331
4468,73896,73,7,57,5,579
2933,66986,78,22,98,1,398
3652,39679,92,2,85,1,641
5181,80897,70,4,64,7,336
2267,81013,61,3,67,1,292
2764,33837,72,29,54,1,305
4002,76192,114,3,93,1,820
4089,28506,104,27,37,1,499
12556,31122,70,34,10,2,504
8736,53173,112,30,57,4,1169
9029,16972,125,17,89,5,600
11510,67844,61,11,39,2,439
8954,97736,74,19,22,2,60
13046,71024,65,7,96,2,266
5817,86824,72,1,76,3,189
9152,60423,114,23,44,9,137
3748,82189,94,20,17,1,354
6756,46879,86,3,62,3,324
13104,30130,110,22,12,2,528
13406,25048,167,0,11,5,801
4794,70012,119,22,33,1,755
3123,63218,101,1,83,1,960
6545,55366,86,11,54,4,455
2806,37009,71,1,45,1,145
4953,50749,68,11,90,4,342
2496,20918,67,25,32,1,181
6515,47259,81,22,54,5,388
4666,60466,117,8,3,1,784
2665,14315,71,7,16,1,511
4628,64149,62,32,31,3,690
4146,64608,116,25,5,1,556
2886,52972,74,3,68,1,355
2473,13449,68,28,13,1,326
2369,49746,61,5,88,1,624
12694,73274,105,6,90,2,284
2779,38893,69,12,60,1,279
5418,57587,68,4,83,7,257
10594,64669,131,22,32,6,628
8302,78032,103,8,49,3,323
25030,26292,80,1,81,2,384
4526,68161,135,28,66,1,1516
27934,76912,116,0,55,2,169
5580,25180,70,9,44,9,235
3781,46573,94,26,62,1,77
4505,24790,113,4,39,1,767
4439,75453,112,6,90,1,163
10179,14290,271,20,40,1,1300
